Passenger 1 ID,Passenger 2 ID,Number of Flights Together
4893,4483,3
12916,12982,3
3787,6358,3
959,911,3
4694,363,3
3674,3442,3
10076,10079,3
3635,2273,3
4607,3930,3
4928,4952,3
1692,4212,3
4072,4340,3
8814,1241,3
4207,4257,3
10067,7823,3
10442,8536,3
6981,6962,3
10379,10357,3
10083,12070,3
1413,7612,3
9523,12519,3
9264,9242,3
10706,5330,3
6805,10294,3
865,9537,3
5693,5695,3
1482,6567,3
13639,9696,3
12146,10201,3
8095,1651,3
3065,582,3
11593,5815,3
2678,9077,3
4,97,3
6818,975,3
5906,5981,3
3089,6142,3
855,6475,3
2981,2005,3
893,1057,3
8971,8904,3
11136,8389,3
6823,2937,3
4425,4484,3
4541,4142,3
229,232,3
5491,1818,3
1558,1525,3
7038,7068,3
409,1658,3
5947,5967,3
5065,3987,3
8687,10753,3
3370,3303,3
10706,4774,3
3959,4569,3
5546,1613,3
11065,11085,3
8777,1103,3
9524,7327,3
10846,10354,3
5483,5963,3
9964,9966,3
4245,6729,3
439,2423,3
9505,4567,3
8255,8281,3
2229,2202,3
738,744,3
10325,8906,3
2111,3682,3
977,2273,3
8904,1373,3
638,611,3
11592,1050,3
8520,10353,3
9399,9383,3
6036,3179,3
2265,2258,3
223,210,3
518,556,3
7006,7080,3
11839,5043,3
3368,5216,3
3316,12035,3
4967,4921,3
11749,11774,3
6757,6705,3
7909,4178,3
1999,1953,3
8917,9977,3
9336,9934,3
10819,3117,3
13654,4335,3
8708,8782,3
5468,4080,3
8987,8954,3
376,726,3
9649,3030,3
961,407,3
8475,8416,3
12535,8245,3
8121,2797,3
8258,9932,3
2256,5743,3
3917,1471,3
575,554,3
13842,12032,3
4004,4342,3
9495,11372,3
1437,4502,3
2148,3197,3
3543,2209,3
7778,7726,3
2323,11411,3
12688,7083,3
640,11032,3
361,393,3
663,666,3
10460,10444,3
4303,11814,3
1321,8471,3
5573,5359,3
2842,3173,3
2798,562,3
4283,1146,3
5906,5999,3
10963,13380,3
3702,7877,3
7038,7034,3
9345,12387,3
810,888,3
4554,2848,3
11123,213,3
1692,3123,3
5669,2423,3
7696,10004,3
8035,379,3
5699,5693,3
3994,3111,3
5048,5075,3
9066,10791,3
9677,4555,3
7401,6294,3
7679,6804,3
9810,2937,3
7777,1462,3
9649,8631,3
2257,2232,3
722,718,3
10900,8679,3
8466,10141,3
3015,2886,3
2462,2405,3
4964,12041,3
2125,2128,3
4918,11829,3
12886,2378,3
4778,4359,3
1045,7193,3
12505,7650,3
2275,2229,3
10050,4717,3
3735,8736,3
12862,10622,3
8702,4356,3
6087,6069,3
2412,8326,3
10060,2136,3
11808,8873,3
5930,5939,3
5027,5058,3
3973,524,3
4421,6900,3
10607,13238,3
10422,9160,3
15179,9445,3
4309,4078,3
1309,863,3
5726,5948,3
4712,2184,3
3151,5738,3
9212,970,3
5220,4747,3
10574,10512,3
3547,679,3
4165,8614,3
13668,14044,3
5454,4387,3
1975,2922,3
292,960,3
1837,4010,3
4790,4712,3
7680,1767,3
1934,1943,3
2938,9914,3
3225,1918,3
12515,12538,3
5278,5919,3
7048,7002,3
6202,2310,3
7524,7516,3
10393,2055,3
5333,3661,3
7565,9442,3
4208,4202,3
2215,2068,3
5136,2485,3
2234,2285,3
13636,9472,3
10654,8529,3
7308,7363,3
735,767,3
1204,1283,3
4649,10494,3
1528,2054,3
1031,731,3
5431,975,3
258,10267,3
3399,5120,3
11130,7693,3
5160,5154,3
4957,6030,3
2259,2240,3
13112,8383,3
1673,7352,3
6003,10168,3
7431,5997,3
6900,7776,3
1169,8326,3
2182,2264,3
4646,1592,3
4245,4233,3
3157,3120,3
1722,4182,3
12789,12792,3
5109,2504,3
7670,10447,3
3703,11242,3
3797,879,3
4454,9818,3
2953,919,3
3447,751,3
2284,1358,3
3703,4178,3
11266,5895,3
9064,9098,3
9369,501,3
3907,13620,3
2215,304,3
14770,14771,3
8234,6095,3
6575,1361,3
13221,13518,3
5008,4295,3
2292,12950,3
9303,11737,3
1356,689,3
12440,6071,3
2229,4876,3
15173,9445,3
10517,9151,3
13714,7846,3
3698,3502,3
4460,2252,3
469,4598,3
11283,12077,3
9072,1685,3
3913,3162,3
3163,3506,3
9282,4881,3
11794,11266,3
636,3156,3
10379,8961,3
1330,1524,3
7898,10785,3
795,874,3
2644,2656,3
6109,7492,3
1968,1905,3
4058,1730,3
8579,11300,3
5991,5021,3
4738,2946,3
2963,3620,3
3524,6065,3
6813,5766,3
3065,3039,3
3618,10772,3
9397,11383,3
4189,11922,3
245,13365,3
11871,613,3
2175,649,3
3621,9005,3
5323,4537,3
11136,11435,3
12255,637,3
8501,8574,3
6019,2728,3
3512,11472,3
2581,7841,3
9356,5396,3
6851,2814,3
4560,127,3
12531,6122,3
8979,5183,3
505,2290,3
7120,6585,3
9174,7065,3
5175,129,3
1984,4546,3
8359,14071,3
13247,8285,3
7506,5249,3
2592,7725,3
4040,1336,3
7544,7552,3
7017,7010,3
11474,5299,3
4317,4370,3
3174,2199,3
92,4779,3
13651,721,3
316,1831,3
7810,8976,3
10450,10497,3
1656,5630,3
7490,7439,3
3515,2223,3
13553,586,3
11265,5160,3
2713,13129,3
8358,8017,3
8685,290,3
3019,3084,3
7962,363,3
2200,2108,3
8644,2701,3
2197,7540,3
8983,3745,3
4888,380,3
4813,5344,3
428,329,3
2802,4109,3
6070,6047,3
5408,5383,3
8867,3837,3
9094,11522,3
9577,10357,3
2345,2853,3
479,9777,3
12738,12797,3
7924,5163,3
6368,11909,3
2520,7583,3
805,823,3
2766,7770,3
2107,5117,3
2461,2479,3
5855,8788,3
6797,6730,3
3545,1673,3
718,790,3
5345,3814,3
5977,5958,3
7724,7626,3
13623,6923,3
2392,10453,3
806,888,3
3779,3225,3
2353,10581,3
9919,4711,3
3998,7122,3
4152,2683,3
8552,11756,3
5953,10384,3
3544,8024,3
3540,2467,3
12891,3451,3
4147,11910,3
8995,3745,3
9356,2123,3
5323,624,3
624,9864,3
10833,9758,3
575,586,3
316,4795,3
1886,2134,3
1401,1664,3
5759,507,3
3964,5414,3
175,72,3
11432,11690,3
3316,4,3
9068,6908,3
7075,7061,3
2965,1358,3
5438,915,3
3483,6070,3
10616,4363,3
11764,11756,3
3286,3614,3
8804,9253,3
4054,4071,3
8037,6080,3
5867,8135,3
7656,2458,3
5671,4534,3
3592,10802,3
938,2557,3
5035,6308,3
1046,5423,3
1020,1050,3
13541,3624,3
4614,6012,3
14692,14626,3
5113,8979,3
2959,6089,3
8246,7713,3
775,745,3
13015,7850,3
1363,11532,3
3285,731,3
10188,10156,3
119,5956,3
9234,8850,3
8163,7336,3
7744,4930,3
5391,5354,3
1052,1097,3
3689,11086,3
4559,10581,3
2032,9818,3
3107,13770,3
3702,844,3
1108,4082,3
229,2072,3
11262,3546,3
11290,9367,3
12323,12160,3
998,1482,3
120,8783,3
4771,9699,3
6809,3405,3
4819,826,3
11590,11300,3
827,862,3
4580,9367,3
8167,8140,3
8106,4611,3
5321,7097,3
4083,4046,3
5483,928,3
4625,4642,3
9742,3820,3
4847,127,3
1638,2216,3
4991,11932,3
3193,3405,3
2997,2913,3
1984,1981,3
7457,1317,3
10410,10452,3
707,1029,3
1984,1902,3
7450,5997,3
1949,1945,3
8149,5850,3
7859,2700,3
3300,468,3
10379,10307,3
5573,9676,3
405,1350,3
2522,3162,3
10454,8778,3
3573,11484,3
313,11728,3
11308,12552,3
4076,9683,3
7023,3078,3
9405,9112,3
10487,10497,3
1056,11296,3
10459,10423,3
8959,8988,3
3537,3635,3
4712,4454,3
286,6259,3
5920,15135,3
5408,2959,3
1889,1558,3
4330,4326,3
5330,10306,3
2288,2267,3
1236,1012,3
5605,4770,3
1521,6018,3
32,4464,3
64,9223,3
7497,7428,3
9683,9061,3
2284,2264,3
8710,2636,3
2426,10201,3
12792,12717,3
2172,2103,3
3357,3339,3
2136,640,3
6727,6729,3
3169,7318,3
6010,3188,3
1045,703,3
1297,255,3
12126,12197,3
1185,547,3
13477,13411,3
4329,9676,3
4628,4620,3
1063,1236,3
5231,1723,3
9336,9399,3
5942,9915,3
2495,7841,3
3310,3315,3
3413,679,3
1025,823,3
6067,7635,3
2595,2620,3
2537,5318,3
4641,3572,3
8112,8165,3
3331,1106,3
4927,4810,3
10453,5356,3
10722,1173,3
11014,5141,3
4626,2433,3
1351,11600,3
5480,5368,3
7968,7937,3
7492,5757,3
14776,14781,3
2565,955,3
1611,10899,3
4321,6326,3
6333,9542,3
2430,3686,3
2208,1762,3
10795,4365,3
4399,6058,3
735,1011,3
10086,3527,3
770,746,3
1913,1972,3
8238,8446,3
4273,6164,3
1156,1499,3
793,308,3
9712,4687,3
12334,12396,3
8250,9097,3
1151,6940,3
7446,8511,3
4379,12020,3
10828,1157,3
3755,9752,3
6743,8240,3
11855,7560,3
9958,9393,3
7882,8384,3
8920,6622,3
6027,12273,3
9867,3356,3
1388,3472,3
6032,8523,3
4249,1521,3
7679,9664,3
14007,14072,3
6045,6090,3
1381,3015,3
11472,5380,3
4273,8804,3
4556,1956,3
1616,5934,3
6523,12049,3
9739,348,3
3606,3664,3
2290,2263,3
2645,2431,3
11216,4827,3
10143,5775,3
5277,75,3
8373,8394,3
624,733,3
5941,3041,3
3958,4130,3
3515,2262,3
450,2515,3
8761,9766,3
226,2454,3
12016,5284,3
3285,1918,3
7027,7067,3
9969,4546,3
10441,10455,3
9019,4019,3
5062,4896,3
169,3225,3
6043,6054,3
101,66,3
884,879,3
1572,1819,3
13672,4827,3
11728,6141,3
6983,203,3
5914,611,3
7099,7021,3
8519,6584,3
9751,5459,3
2744,728,3
4113,11069,3
5637,5612,3
1805,1463,3
1587,2576,3
4328,4378,3
4697,4648,3
3677,9770,3
10474,10431,3
5331,2645,3
4489,1908,3
8429,431,3
5747,1418,3
9901,10553,3
6798,5560,3
5985,5936,3
8299,8679,3
7792,7878,3
1979,1925,3
8998,10328,3
4120,1533,3
2134,5226,3
10045,10021,3
1865,4696,3
5113,866,3
7060,5201,3
14055,12163,3
4139,3059,3
10424,10464,3
11105,10812,3
558,3239,3
1106,3115,3
4379,2423,3
10421,10438,3
585,3409,3
9751,8444,3
9062,9097,3
1078,5743,3
10652,8729,3
2497,2267,3
8877,9505,3
4254,11054,3
7898,2243,3
9684,6062,3
2298,2274,3
2969,204,3
12542,12559,3
4467,2674,3
7034,7067,3
9767,9875,3
2976,6759,3
2857,9974,3
14055,2046,3
3211,3638,3
3029,11176,3
3599,172,3
4673,1442,3
9457,9496,3
11779,3955,3
6979,7436,3
5352,1849,3
10011,10082,3
5848,5103,3
7820,2868,3
2667,3904,3
7822,8513,3
5771,64,3
6100,8190,3
2505,546,3
3468,9098,3
10495,10471,3
8988,7656,3
11407,9770,3
7529,4125,3
10411,10483,3
3289,1048,3
3049,3087,3
3627,2478,3
13639,1155,3
3286,5145,3
6142,2336,3
10771,6357,3
486,1325,3
4309,5478,3
9598,258,3
9867,9098,3
594,2400,3
9904,8303,3
613,610,3
467,2458,3
2562,4660,3
7243,3569,3
3997,6080,3
13424,13411,3
1093,1096,3
1018,1011,3
8290,8867,3
3208,4292,3
4076,5408,3
6515,11326,3
11527,7579,3
7956,12911,3
387,339,3
8492,10202,3
8821,11834,3
6474,486,3
1052,1088,3
11073,11019,3
4177,4164,3
11034,5380,3
3354,3356,3
7624,8774,3
10198,9752,3
11871,11840,3
1260,11304,3
13394,10248,3
13472,13456,3
139,13788,3
1697,4869,3
10073,10046,3
1302,1379,3
5865,8843,3
11644,13195,3
917,637,3
1436,4387,3
10681,10668,3
14087,14074,3
274,1673,3
6878,2684,3
5203,1417,3
10786,7560,3
2371,4342,3
3615,2032,3
3204,3329,3
5314,3799,3
9793,5109,3
7006,7010,3
5259,10955,3
8036,1812,3
3875,2204,3
7495,3472,3
8845,3191,3
4018,4071,3
1925,1902,3
8724,437,3
5608,5691,3
3587,4827,3
2894,1050,3
12204,7540,3
851,3925,3
2964,6558,3
10448,10434,3
10741,2090,3
4058,1183,3
5867,3545,3
3028,3829,3
2786,7538,3
1450,1453,3
7939,2628,3
6067,6535,3
3037,3016,3
1064,6810,3
3623,5145,3
6149,6890,3
8579,2718,3
12508,12514,3
3857,360,3
2299,2292,3
4171,2723,3
873,10156,3
13112,7064,3
11396,11332,3
690,10833,3
9468,4468,3
4823,2916,3
1423,1435,3
4632,3837,3
9324,6084,3
1371,5401,3
2230,2258,3
2388,9005,3
9356,7168,3
12404,12427,3
8746,1992,3
8811,5207,3
6729,6726,3
11917,1573,3
7356,1526,3
7433,6956,3
2184,2177,3
5698,5670,3
7627,7603,3
10116,3907,3
373,390,3
5547,8545,3
7034,4139,3
1733,7055,3
14039,10802,3
4341,3599,3
941,2295,3
12927,12902,3
5172,3442,3
4978,8024,3
2441,12579,3
2822,2840,3
636,7812,3
8705,7226,3
2051,4319,3
5583,4402,3
7463,7421,3
4745,4903,3
4551,4572,3
4182,970,3
5614,5676,3
9461,5328,3
7877,6567,3
7029,1789,3
2100,2004,3
1968,1962,3
7508,4070,3
10359,10339,3
1818,2090,3
860,4247,3
9362,9329,3
7039,8073,3
3956,8823,3
3709,823,3
2926,1015,3
11923,10612,3
5454,437,3
8798,8800,3
5592,3660,3
4814,8814,3
3671,3547,3
11361,5584,3
1646,3557,3
1728,2402,3
5170,5186,3
874,1026,3
3396,3321,3
2106,3182,3
4765,1173,3
10427,10483,3
11407,5416,3
7721,4827,3
9810,1223,3
4355,3197,3
142,2992,3
13651,5465,3
1790,1033,3
891,4896,3
4687,4683,3
9755,9738,3
8165,942,3
8450,3177,3
972,3502,3
10083,7195,3
7820,3169,3
4274,4288,3
839,10125,3
8968,8930,3
11776,11743,3
853,2988,3
9532,3021,3
723,725,3
9934,10244,3
1406,1477,3
5873,8444,3
3776,1709,3
10697,234,3
4724,3112,3
1961,1956,3
9605,9610,3
6231,3718,3
639,12908,3
11018,11290,3
5198,1923,3
11856,5616,3
4717,383,3
3590,5731,3
13948,6011,3
3097,73,3
5738,640,3
10486,10443,3
14791,14792,3
10463,9053,3
4946,9610,3
4260,4229,3
7822,6600,3
7565,1437,3
1297,1281,3
1476,4523,3
2277,2291,3
11544,9489,3
3292,7082,3
10900,7747,3
11853,5707,3
2508,12381,3
11957,14059,3
9834,7298,3
427,2521,3
9623,9649,3
10697,8280,3
1240,11527,3
7136,1173,3
9963,9921,3
7759,7752,3
9945,5990,3
4980,13592,3
130,177,3
6314,7899,3
5334,826,3
10401,8988,3
1429,925,3
14797,7870,3
10925,4492,3
11332,12035,3
7511,5395,3
2436,3649,3
1396,1302,3
8594,7483,3
6154,12163,3
2856,5380,3
9111,6832,3
10127,5518,3
1940,1990,3
6939,1801,3
2586,2575,3
1291,802,3
4454,9918,3
10809,7542,3
10214,10067,3
11368,11400,3
2262,5665,3
6372,9523,3
5332,11434,3
47,3205,3
6099,4665,3
9683,9631,3
8782,4253,3
1665,1215,3
1824,4841,3
4195,1727,3
7307,12014,3
368,679,3
1315,8230,3
7349,11906,3
4325,4304,3
10975,10985,3
10414,1346,3
391,8197,3
8149,14075,3
3762,232,3
7138,12233,3
9030,1012,3
6366,1685,3
8708,8704,3
5638,5692,3
7015,7003,3
13477,13438,3
8777,7799,3
11537,10815,3
7074,9083,3
2612,9848,3
6547,12004,3
7165,4335,3
855,8006,3
9252,9404,3
10705,6843,3
159,9095,3
10484,11876,3
6012,6003,3
5867,5858,3
2857,7393,3
773,11649,3
620,4453,3
3959,3153,3
5628,5680,3
7793,6778,3
2929,6197,3
5095,4441,3
4517,4529,3
5901,5963,3
10356,7220,3
4597,10967,3
5763,5784,3
3612,5477,3
3120,230,3
7843,8386,3
6823,2790,3
10095,3518,3
5549,8470,3
9683,3021,3
5953,5903,3
5933,9763,3
3289,2173,3
4087,4079,3
10495,10486,3
6743,1532,3
1028,1035,3
758,374,3
8289,606,3
4353,8967,3
4876,11478,3
4840,380,3
5819,6745,3
2565,2539,3
5978,1554,3
8402,431,3
4984,4923,3
8172,8180,3
1281,8810,3
4654,4809,3
9819,8631,3
3429,4673,3
10376,12440,3
7724,7714,3
11823,2259,3
2488,624,3
2589,7740,3
10833,10253,3
5720,5793,3
1231,3239,3
11019,11008,3
10196,9738,3
6458,3876,3
9230,6932,3
12712,8684,3
3779,3632,3
7862,11074,3
7682,5616,3
9727,9702,3
5076,6726,3
4509,10718,3
8381,4896,3
8185,8305,3
1160,10008,3
4641,1651,3
855,3711,3
774,395,3
3028,1565,3
4539,6877,3
2265,4487,3
10697,3837,3
8995,2610,3
7652,8845,3
2224,8983,3
2390,66,3
9267,7832,3
4072,1646,3
10393,10378,3
5714,5733,3
1347,2437,3
1976,1916,3
1955,9279,3
74,1308,3
5416,2718,3
4329,10722,3
7454,6912,3
11058,11071,3
1958,3754,3
11316,12062,3
12096,5503,3
7585,485,3
5330,11888,3
8511,5299,3
10330,9427,3
576,8037,3
690,763,3
13567,1538,3
11282,4702,3
4930,4914,3
435,5701,3
68,938,3
6423,5433,3
2591,12505,3
1330,2405,3
5648,5618,3
3145,444,3
8076,707,3
8394,8338,3
9337,10084,3
7526,1325,3
6093,4025,3
2350,11572,3
3429,12241,3
815,9307,3
9732,3278,3
5920,15122,3
10477,10449,3
6205,10376,3
8998,7433,3
1215,1346,3
5457,19,3
4395,5477,3
4682,7540,3
11483,9867,3
6803,5777,3
345,10713,3
13665,1155,3
1020,1678,3
10640,11610,3
10774,8260,3
7094,9824,3
2030,12159,3
7163,3547,3
12413,7859,3
1617,3137,3
9919,1850,3
9784,8949,3
4598,826,3
3105,2581,3
5586,10878,3
5719,5703,3
13008,11563,3
4460,1008,3
6894,6863,3
11812,4137,3
4009,5477,3
43,2303,3
6478,888,3
5708,5763,3
11010,11045,3
11282,13605,3
1664,4612,3
2242,2286,3
12371,12302,3
6382,8200,3
8121,8180,3
2851,7638,3
4560,4577,3
4194,3012,3
12184,8469,3
2586,7023,3
768,4739,3
217,632,3
719,5467,3
7463,4854,3
804,867,3
8350,8577,3
1657,458,3
12545,4148,3
11542,6056,3
12497,11066,3
2541,9926,3
2411,2082,3
826,4366,3
5942,5930,3
7612,3711,3
1327,1379,3
3473,266,3
9095,7626,3
7650,1531,3
989,5764,3
8847,5787,3
940,1786,3
7153,6918,3
733,2700,3
2725,2692,3
3343,9281,3
5603,12486,3
3937,10086,3
3764,6302,3
15167,11070,3
3702,13557,3
3875,1823,3
4529,3595,3
315,3589,3
2471,3801,3
12437,9714,3
4379,4097,3
10809,5120,3
7120,1774,3
759,4534,3
118,3685,3
3198,1573,3
6787,8299,3
2534,8614,3
1858,1801,3
5423,1818,3
1946,3205,3
4401,4429,3
1101,8664,3
681,695,3
10513,560,3
889,850,3
1266,6962,3
5406,2959,3
3516,4648,3
4536,4504,3
1024,1030,3
7837,5438,3
14705,14768,3
5613,5683,3
4497,2201,3
4024,4019,3
92,455,3
5712,5724,3
12886,12893,3
1943,3517,3
7379,10279,3
2253,2727,3
1243,2205,3
9381,4562,3
810,878,3
6127,6199,3
1321,147,3
12774,10001,3
805,1908,3
1433,643,3
5573,300,3
11884,4744,3
10833,4543,3
1667,12020,3
2212,3545,3
11037,3943,3
6460,13781,3
4305,4083,3
11965,3924,3
1388,1307,3
1342,8562,3
6529,6522,3
2684,4917,3
3234,2297,3
382,10726,3
5675,5647,3
2412,4827,3
8771,8397,3
7571,11709,3
3579,4490,3
726,9472,3
3847,1005,3
3153,3197,3
11073,11395,3
8001,11433,3
945,942,3
2468,10229,3
2759,9804,3
11046,2716,3
6175,11084,3
5111,1229,3
3937,203,3
11756,11729,3
4488,4409,3
726,9171,3
7192,9302,3
8349,8323,3
5744,5773,3
2076,9738,3
8822,9904,3
10720,2090,3
8273,8254,3
2378,9097,3
7331,7318,3
5380,3173,3
4404,8471,3
3941,3936,3
4535,11613,3
1824,8591,3
12193,12175,3
5916,5964,3
7015,7007,3
2537,3506,3
12552,6678,3
4915,4453,3
3597,3519,3
10555,10530,3
12897,12883,3
3064,3640,3
11315,10728,3
517,11993,3
11580,6585,3
4440,3312,3
10322,5584,3
708,760,3
2239,2225,3
3580,3550,3
9889,9802,3
6903,7462,3
1142,2626,3
6800,8605,3
7138,2495,3
7053,3297,3
11266,11251,3
7950,7656,3
8237,8227,3
10809,9489,3
4309,6074,3
7048,7062,3
5764,4089,3
2035,3359,3
4439,6810,3
9278,10046,3
3271,1999,3
6341,2169,3
2571,10165,3
2000,1976,3
4867,4564,3
10377,6707,3
7055,6316,3
429,9660,3
603,12483,3
831,805,3
2036,5707,3
6188,6152,3
8320,670,3
13937,13957,3
5770,11909,3
6918,6394,3
9636,9672,3
2012,3660,3
8689,6059,3
3770,578,3
11307,12514,3
6848,14291,3
11892,11814,3
10241,7660,3
8589,8556,3
9973,2719,3
5627,5676,3
9086,9044,3
8841,760,3
10509,10566,3
250,4220,3
5648,9030,3
1958,1972,3
9078,3722,3
1225,5235,3
759,3410,3
5289,574,3
7747,7859,3
2949,2440,3
8887,8225,3
2550,3741,3
8956,4085,3
6823,5766,3
7436,6912,3
2757,2465,3
1314,5495,3
8985,9939,3
9096,9086,3
14009,14044,3
321,4988,3
11808,7537,3
926,6923,3
5468,1696,3
9471,12001,3
1966,9280,3
8507,8524,3
1329,2857,3
2846,2818,3
1946,1966,3
2651,10644,3
8295,8529,3
1677,4239,3
8642,4670,3
10559,10539,3
2697,4406,3
12111,12149,3
8121,8260,3
7981,7932,3
11450,6577,3
5789,6357,3
2854,2480,3
10036,3937,3
5325,311,3
14778,14715,3
4883,4802,3
4482,9577,3
7068,7384,3
3163,206,3
3548,4417,3
9656,9651,3
9956,3592,3
1095,3188,3
1972,1920,3
1332,4010,3
12468,12432,3
1076,1341,3
4260,485,3
624,3112,3
3762,6053,3
10024,11234,3
337,5204,3
8271,15115,3
10573,10576,3
1394,1696,3
3089,8884,3
11076,1466,3
9683,843,3
8885,9238,3
7120,2437,3
1760,2196,3
226,4827,3
4795,4492,3
9700,10716,3
3447,1095,3
1719,1221,3
4399,4035,3
8234,7874,3
2212,2264,3
1043,3713,3
10764,11855,3
5989,5971,3
5043,6086,3
9926,4719,3
1500,4787,3
3211,2081,3
187,8261,3
1936,362,3
11025,2513,3
7266,4879,3
11136,1009,3
9253,2090,3
9421,365,3
1369,9399,3
4563,3670,3
2611,2659,3
8145,8215,3
4504,3822,3
4031,1954,3
5565,5539,3
1291,319,3
2284,3678,3
4241,4208,3
3015,5736,3
2786,1769,3
1140,1143,3
4166,13284,3
10326,5147,3
1084,392,3
2248,1020,3
7044,7037,3
2284,8793,3
3539,3512,3
2600,4403,3
8941,8915,3
3369,3318,3
9432,5854,3
7616,6159,3
10742,1822,3
1249,2552,3
5572,9636,3
4541,1858,3
4473,9688,3
8681,5568,3
11713,2720,3
11065,11044,3
13620,5368,3
4946,9672,3
5734,5709,3
3806,7550,3
4948,9041,3
1975,8774,3
1542,3933,3
3539,2207,3
11001,11066,3
451,3192,3
1070,4046,3
13289,8372,3
14704,14772,3
6927,1436,3
2323,3807,3
692,3171,3
8348,10507,3
4328,4348,3
9622,9658,3
4663,10066,3
13264,7552,3
8399,11954,3
3709,2273,3
517,5934,3
5760,5799,3
9910,3755,3
8804,10116,3
2281,4223,3
9091,362,3
11844,12229,3
590,10432,3
9000,13614,3
4933,4969,3
9622,2563,3
309,707,3
1366,2489,3
6974,3442,3
8917,7187,3
5559,5570,3
4769,2745,3
3690,6604,3
311,3463,3
11483,9478,3
5547,701,3
4552,9818,3
5998,5981,3
1934,1956,3
9405,5665,3
3923,14094,3
372,347,3
1046,3745,3
12826,4854,3
5385,4097,3
2358,6032,3
11284,8571,3
675,2501,3
7938,8751,3
8441,1208,3
3627,2460,3
1333,393,3
8116,3965,3
4899,4576,3
5723,5730,3
2441,7073,3
10101,12897,3
1864,1807,3
1524,2222,3
9435,11745,3
1077,1911,3
737,1021,3
2570,3974,3
3367,4170,3
855,10814,3
1956,1905,3
779,11536,3
2783,5486,3
14071,9944,3
10175,10156,3
10569,1232,3
1013,3464,3
7059,165,3
1526,11636,3
5412,6018,3
1209,9795,3
3151,7921,3
9019,6908,3
10382,10109,3
8994,12531,3
11895,10722,3
8810,529,3
2511,5432,3
13737,13760,3
10448,10450,3
12409,12486,3
5571,10506,3
3440,1998,3
3533,3595,3
482,2886,3
2015,13542,3
11483,13277,3
726,4070,3
9638,9613,3
1101,14077,3
7395,2713,3
13593,5754,3
3916,1223,3
5842,3777,3
8782,1794,3
559,921,3
7763,2412,3
2068,13456,3
5920,15146,3
5671,494,3
10439,10404,3
2758,2725,3
3794,1381,3
3572,4292,3
9096,9003,3
2272,2250,3
5792,5907,3
10454,10464,3
3286,10322,3
12648,2545,3
4392,4359,3
848,8566,3
2209,3538,3
4002,605,3
2018,5037,3
3471,1056,3
1484,8245,3
9598,8514,3
5058,290,3
10719,2841,3
1790,1717,3
7712,9095,3
2275,2224,3
9703,5096,3
1958,1927,3
823,5198,3
3699,3637,3
4418,6062,3
9769,10515,3
2559,3571,3
2035,9362,3
4632,10267,3
1673,1293,3
1922,1406,3
8122,8151,3
3415,5329,3
9273,9216,3
9665,3626,3
5764,5763,3
6978,10749,3
9364,613,3
2747,1341,3
8381,8048,3
2589,2550,3
1545,8003,3
2322,11215,3
5341,5334,3
4900,4438,3
2688,2659,3
12747,1568,3
11105,8132,3
3226,5026,3
10592,1858,3
4134,11817,3
854,7159,3
3339,3341,3
4616,4699,3
9623,9688,3
2634,1942,3
8808,7381,3
3226,4219,3
2867,3930,3
2363,66,3
7643,6813,3
2423,11407,3
313,737,3
331,3169,3
7017,7067,3
3670,4656,3
5857,10204,3
920,11871,3
828,8746,3
4972,4683,3
14048,14044,3
12581,8358,3
761,3529,3
6294,7605,3
262,2773,3
660,2511,3
6460,4611,3
5408,4656,3
6458,6000,3
4687,2946,3
1925,6730,3
3576,3513,3
1891,4618,3
3619,12046,3
10349,10380,3
2469,2451,3
1816,1498,3
3860,7565,3
5417,1083,3
8446,8763,3
9592,9393,3
7600,6912,3
1465,961,3
3577,2458,3
4552,12001,3
223,212,3
3914,299,3
11205,9798,3
10495,10416,3
361,337,3
4150,369,3
6367,3532,3
8149,7506,3
3159,3413,3
8930,8918,3
1378,10640,3
1019,2378,3
11982,8175,3
10938,7229,3
7998,2196,3
9889,7693,3
1109,9317,3
9601,4555,3
7753,7707,3
12096,6352,3
12281,2734,3
7485,4536,3
8961,4441,3
12841,5303,3
9043,12335,3
2206,6102,3
10471,10452,3
2068,10857,3
3635,3577,3
14207,12717,3
7596,7578,3
3151,11032,3
1951,4091,3
10526,10460,3
10240,1525,3
11224,6394,3
8454,711,3
5789,5725,3
6764,5564,3
205,3141,3
10435,10434,3
3171,625,3
8349,7756,3
3953,12131,3
3034,3024,3
5436,4025,3
8465,2669,3
2973,1325,3
614,4441,3
3133,8540,3
6333,2803,3
9288,9210,3
3281,4148,3
7790,7756,3
15176,11416,3
652,4297,3
4379,3101,3
5009,6622,3
8406,4130,3
8720,11183,3
727,2691,3
4914,631,3
5953,5908,3
2625,1507,3
9249,8516,3
4920,4923,3
10218,5226,3
9509,9508,3
238,10165,3
11324,10432,3
2684,2480,3
4778,1678,3
2696,2504,3
3962,809,3
1946,1938,3
5909,5958,3
11301,8345,3
10472,10416,3
7754,8298,3
11450,2310,3
8358,10460,3
737,378,3
3796,852,3
3663,8234,3
2212,10371,3
9207,9283,3
1,2081,3
10595,9077,3
256,293,3
135,117,3
2251,2232,3
12906,1977,3
8115,8123,3
9576,2500,3
1797,1025,3
2715,749,3
6294,5584,3
3560,3523,3
6299,9104,3
1084,4152,3
10196,9828,3
3295,5042,3
7866,6050,3
10833,7373,3
14718,6805,3
8592,580,3
726,784,3
4254,4233,3
4572,4533,3
2182,6717,3
13502,2385,3
3590,8132,3
